32356,3
-0.0015626084378154,0.000650178649024279,-0.0196852496491014
-0.00133871216139467,0.000385726207007148,-0.0129841122254347
-0.000712261908167496,0.0130440431682157,-0.00425090484753973
-0.000490148648919452,0.0188899341274015,-0.004047222286561
-0.000959560072517943,0.00704328852440734,-0.0135376790981223
-0.00137571464674337,-0.0017395743751715,-0.0246906674984932
-0.00156781393862749,-0.00548169038443909,-0.032263237909121
-0.00175936969583159,-0.0127881998018858,-0.0357778306081862
-0.00183466536383346,-0.0151680086606449,-0.0372554684499796
-0.00181473746365608,-0.0124271844903479,-0.0376538320712701
-0.00178706874862559,-0.0138972924987778,-0.0343004733616671
-0.001679711914416,-0.0155224114750884,-0.0296355275594854
-0.00156240639993904,-0.0123964154976254,-0.0270383766611555
-0.00154440701495788,-0.0109473329950503,-0.0270749659623512
-0.00147424686657252,-0.00887249800564849,-0.0266779874915835
-0.00145537102537325,-0.00981882962672064,-0.0254835550787342
-0.00160207577475574,-0.0131285073169311,-0.0294211471047127
-0.00161118305485972,-0.0093105426156268,-0.0332530722112058
-0.00154521584703883,-0.00510655442701959,-0.0338985245279859
-0.00156086811251032,-0.00469933380958642,-0.0350507924082795
-0.00156818307284282,-0.005254391339575,-0.0353759195159676
-0.00149696641526886,-0.00436335697949944,-0.0324226616854083
-0.00145276208067857,-0.0044011484192447,-0.0285496904057215
-0.00143781622781078,-0.00495185213183073,-0.0248878640162549
-0.00139822889033116,-0.00494537212412379,-0.0214467423178853
-0.00141309667092603,-0.00631522684799962,-0.0195765253945586
-0.00141721380805675,-0.00755209731913984,-0.0172444900047663
-0.00144334157287075,-0.0091625314328431,-0.016560815265017
-0.00150213901015319,-0.0110963315239767,-0.0172242154936386
-0.00150696742498261,-0.0110854810600085,-0.0166034916869372
-0.00149164197001283,-0.00968791154791244,-0.015384745309199
-0.00148246045156097,-0.00953487751946227,-0.0148317540516896
-0.00151189936443697,-0.0109113594608898,-0.0141076051781103
-0.00157203748375966,-0.0128697252906454,-0.0138185695822037
-0.00164169396697839,-0.0150149995725567,-0.0119159901699959
-0.00172492470386992,-0.0159462651356144,-0.00957914519022635
-0.00175322171507472,-0.0156542819595078,-0.00852312370020849
-0.00182173946028206,-0.0166055936088231,-0.00749824501864204
-0.00185260318024247,-0.0184151770336591,-0.00762708454850267
-0.00187474968658602,-0.018456171616088,-0.00763644148150322
-0.00190168424004577,-0.0177164919336017,-0.00755359920827446
-0.00192395245261033,-0.0170096486414433,-0.00739701661834043
-0.00192228175814152,-0.0157526237703774,-0.0073407222329361
-0.0019062408865808,-0.0160362333982022,-0.0078699541210859
-0.00184262735273268,-0.016481920002811,-0.00921064989469848
-0.00181595382624323,-0.0156415796434363,-0.00997623398896008
-0.00191929174482209,-0.015673584728053,-0.00888573527573582
-0.00199322554732589,-0.0170464393504613,-0.00800419432610748
-0.00212652694170405,-0.0180024847817142,-0.00629669956414336
-0.00228136059225288,-0.0179924593354321,-0.00341322347471306
-0.00232628947442094,-0.0185906023426438,-0.00217102527343387
-0.00230220763816704,-0.0195897040841337,-0.00243319471554511
-0.00226520704823005,-0.0216741013733791,-0.00354020679512171
-0.00218594135471385,-0.0242137101181271,-0.00498684080922191
-0.00211084776319545,-0.025215601653021,-0.0059132226488214
-0.00206366391960295,-0.0252776563328345,-0.00660260837766461
-0.00204234340502061,-0.0251299877170955,-0.00679386099238804
-0.00201069371715596,-0.0247305218913434,-0.00709743043983658
-0.00194944448338663,-0.023972342522308,-0.00736440219799682
-0.00198323489062788,-0.0241768826994072,-0.00671281152200864
-0.00210096444305597,-0.0240929817098568,-0.00456275358675167
-0.00215586331772746,-0.0226802833000084,-0.00292063417777551
-0.00213202852562535,-0.0222323211623557,-0.00364277182797693
-0.00205905142233294,-0.0229798006485596,-0.00518992528354727
-0.0019737183569151,-0.0226711902846014,-0.00585359843144102
-0.00204547590395844,-0.0225978515727501,-0.00594998124954202
-0.00212937290426991,-0.0235578372307993,-0.00589988917355585
-0.00220619918520259,-0.0239276869176558,-0.00567354728888036
-0.00222399723838901,-0.024444675652111,-0.00532931928520354
-0.00230807022584186,-0.0255013089100908,-0.00436635923173736
-0.0023583256255432,-0.0251187638192819,-0.00322333095321978
-0.00236811861543324,-0.023723167366679,-0.00248858908096363
-0.00231067726913031,-0.0231598236067202,-0.00209739958840451
-0.00216448767432014,-0.0229425940371828,-0.00202505174046464
-0.00213232825349519,-0.0227896494728108,-0.00206380995587422
-0.00214873787024961,-0.0223882731478084,-0.00231970870426961
-0.00214080817116112,-0.0219875795183871,-0.00255860453270919
-0.00217624698018866,-0.0223578043089496,-0.00210577434308594
-0.00259221835666552,-0.0229386287411342,-0.00110774940853153
-0.00257438720718601,-0.0229535716785245,-0.00049544361741034
-0.00257751395218609,-0.0231903126584007,-0.000210593154714236
-0.00257062137935925,-0.0236266185534209,-2.12128050861705e-05
-0.0025501143238294,-0.0238290963124502,-0.000184734908234677
