32356,3
-0.00156221645176288,0.00064968980140823,-0.01966182994334310
-0.00133800332637628,0.00038503925779234,-0.01295288969900367
-0.00071138881261265,0.01304326864930012,-0.00421578151000529
-0.00048918130505700,0.01888910712199395,-0.00400975867122457
-0.00095853915155618,0.00704242716570083,-0.01349865502293369
-0.00137466091394749,-0.00174046021705721,-0.02465052870817535
-0.00156674089133850,-0.00548259432862231,-0.03222226290800358
-0.00175828422919794,-0.01278911774266403,-0.03573620506444376
-0.00183356954574391,-0.01516893800545604,-0.03721332247945821
-0.00181363257751900,-0.01242812315560241,-0.03761126030090921
-0.00178595467620083,-0.01389823872038367,-0.03425754677869567
-0.00167858857839809,-0.01552336371021489,-0.02959230080909980
-0.00156127506402567,-0.01239737281961829,-0.02699489261760401
-0.00154326845367273,-0.01094829471049521,-0.02703125894490232
-0.00147310210380295,-0.00887346349946263,-0.02663408539648862
-0.00145422114300169,-0.00981979850003187,-0.02543948082265673
-0.00160092199237315,-0.01312947903743044,-0.02937691981725798
-0.00161002746598205,-0.00931151687839974,-0.03320870797395972
-0.00154405925137826,-0.00510753077711313,-0.03385403697618834
-0.00155971000604126,-0.00470031206111153,-0.03500619329545678
-0.00156702314862276,-0.00525537134561545,-0.03533121901047879
-0.00149580484763856,-0.00436433859210926,-0.03237786861496304
-0.00145159918434299,-0.00440213146846934,-0.02850481246805399
-0.00143665189235426,-0.00495283654275149,-0.02484290799686432
-0.00139706323570442,-0.00494635780669444,-0.02140171423352692
-0.00141193024103770,-0.00631621365986805,-0.01953143057591979
-0.00141604669298418,-0.00755308505807172,-0.01719933320465021
-0.00144217403104163,-0.00916352009412629,-0.01651560075571109
-0.00150097161932809,-0.01109732099275530,-0.01717894711334007
-0.00150580049797899,-0.01108647119497447,-0.01655817289674911
-0.00149047546121594,-0.00968890236581104,-0.01533937925820951
-0.00148129420491394,-0.00953586897625736,-0.01478634360685738
-0.00151073315912202,-0.01091235151383852,-0.01406215295810781
-0.00157087143733942,-0.01287071812027705,-0.01377307797647319
-0.00164052784682886,-0.01501599318935384,-0.01187046137276578
-0.00172375863545550,-0.01594725958545457,-0.00953358121000732
-0.00175205626891171,-0.01565527719801914,-0.00847752637366252
-0.00182057450642526,-0.01660658959818095,-0.00745261605785664
-0.00185143909723291,-0.01841617366936996,-0.00758142552293820
-0.00187358683495784,-0.01845716882269089,-0.00759075384632104
-0.00190052302988371,-0.01771748965888174,-0.00750788431191175
-0.00192279277925596,-0.01701064689969962,-0.00735127573117101
-0.00192112374805150,-0.01575362254035068,-0.00729495653223557
-0.00190508431245509,-0.01603723264703816,-0.00782416471328244
-0.00184147252625219,-0.01648291972635802,-0.00916483780112815
-0.00181480082388885,-0.01564257984145012,-0.00993040017125732
-0.00191813961895168,-0.01567458539348652,-0.00883988065944713
-0.00199207407826722,-0.01704744040719671,-0.00795831976395580
-0.00212537572457352,-0.01800348626558200,-0.00625080586580305
-0.00228020948118062,-0.01799346119355804,-0.00336731139456554
-0.00232513870400650,-0.01859160460104708,-0.00212509551646608
-0.00230105762242881,-0.01959070672145534,-0.00238724793700500
-0.00226405775047401,-0.02167510433527468,-0.00349424362260926
-0.00218479245183365,-0.02421471342860442,-0.00494086185088614
-0.00210969950161527,-0.02521660528361467,-0.00586722846226602
-0.00206251664744719,-0.02527866023148341,-0.00655659948387543
-0.00204119688952120,-0.02513099190017543,-0.00674783790499427
-0.00200954804817356,-0.02473152631098851,-0.00705139363657284
-0.00194829982924001,-0.02397334701747792,-0.00731835212886564
-0.00198209051115779,-0.02417788731976392,-0.00666674863817601
-0.00209982015426375,-0.02409398646313145,-0.00451667830368630
-0.00215471982386271,-0.02268128819305617,-0.00287454687452768
-0.00213088608684974,-0.02223332610804917,-0.00359667287014746
-0.00205790944036664,-0.02298080568152427,-0.00514381504724645
-0.00197257717906654,-0.02267219536357642,-0.00580747725050991
-0.00204433527414538,-0.02259885671608789,-0.00590384944946700
-0.00212823224906856,-0.02355884244398232,-0.00585374708015157
-0.00220505880401611,-0.02392869219792377,-0.00562739519381561
-0.00222285713096823,-0.02444568096159220,-0.00528315747541408
-0.00230692972512001,-0.02550231423188559,-0.00432018799594836
-0.00235718568386458,-0.02511976909726893,-0.00317715053031088
-0.00236697985993485,-0.02372417259177756,-0.00244239970928236
-0.00230953916120434,-0.02316082876768282,-0.00205120152480908
-0.00216335006403321,-0.02294359912166987,-0.00197884522256227
-0.00213119098406365,-0.02279065450825626,-0.00201759520532040
-0.00214760117499586,-0.02238927813659372,-0.00227348592645359
-0.00213967209827663,-0.02198858446159100,-0.00251237393271150
-0.00217511075753468,-0.02235880922896774,-0.00205953613623189
-0.00259108128586996,-0.02293963365892968,-0.00106150377587336
-0.00257325028617561,-0.02295457661039274,-0.00044919074803342
-0.00257637698232023,-0.02319131761502044,-0.00016433322915261
-0.00256948417084675,-0.02362762352879525,0.00002505400175289
-0.00254897712403295,-0.02383010130305515,-0.00013846137852335
-0.00254163114035861,-0.02378671053392704,-0.00049544146274257
-0.00263925823187026,-0.02350094285721943,-0.00069637649022282
-0.00274131780257849,-0.02409658387495942,-0.00025774680064715
-0.00284056625545005,-0.02482517551033822,-0.00008101544440457
-0.00292125671322441,-0.02474858367109298,-0.00014925352089127
-0.00298787501858107,-0.02463848054768054,-0.00009971705888228
-0.00296805502192521,-0.02426400746999860,0.00062124099877370
-0.00287850342052223,-0.02318039000034218,0.00099822235239642
-0.00286851844512498,-0.02312834222252813,0.00058153854691699
-0.00290910184108627,-0.02405117312351908,0.00045990386667767
-0.00290277360368568,-0.02432677373566930,0.00035892845201883
-0.00296162862603170,-0.02450936251589281,0.00035496046971830
-0.00302726849982592,-0.02436061984898157,0.00015997197158452
-0.00299007235309673,-0.02454087729710999,-0.00018489266443478
-0.00298608921946889,-0.02465058308241045,-0.00040404087048606
-0.00299297044433253,-0.02381418631383492,-0.00068097115239115
-0.00303912426270080,-0.02273120695683934,-0.00071077121211237
-0.00310348777011180,-0.02154802176355499,-0.00098138750776761
-0.00303343815551343,-0.02102468265175991,-0.00098091247786757
-0.00305398079307841,-0.02028181295782476,-0.00053653044406761
-0.00327320816218335,-0.01921432490802665,-0.00047578431121567
-0.00348441531079895,-0.01948027113703779,-0.00017130115923076
-0.00357377830616698,-0.02012071232586366,-0.00023711010895376
-0.00361145584096053,-0.01976814699830573,-0.00060820959485407
-0.00364361279437541,-0.01951623341310146,-0.00053535015642121
-0.00360401553182962,-0.01959774925355378,-0.00053491418913037
-0.00357373954985108,-0.01909040607994526,-0.00054601171166577
-0.00360209759184991,-0.01851675449917345,-0.00065125725148903
-0.00361760202076407,-0.01813389818516874,-0.00077722304942123
-0.00362662012748772,-0.01823523783868727,-0.00107463457108193
-0.00352914873335234,-0.01881321744492626,-0.00211899046667131
-0.00347742940227594,-0.01909834013597649,-0.00286027102718141
-0.00347214755069158,-0.01897345113338213,-0.00257570389321925
-0.00334008881036073,-0.01916641431270688,-0.00210258668430544
-0.00340712134041638,-0.01940005997216973,-0.00227134119573163
-0.00360182012584455,-0.01960888125202468,-0.00277978245198436
-0.00372925590387249,-0.01995946376635202,-0.00250336121702157
-0.00385845574155794,-0.01978917987132693,-0.00168619750616405
-0.00394806672395568,-0.01959106030409765,-0.00164097856829429
-0.00377393279210575,-0.01935314296680035,-0.00187324688780547
-0.00365911685104752,-0.01884212238119087,-0.00225842936177586
-0.00367895935178666,-0.01790034511286495,-0.00223629910908243
-0.00370884978759711,-0.01746366071818346,-0.00167578914629731
-0.00369154164358608,-0.01773585441373779,-0.00176589870777692
-0.00375220868904239,-0.01780976255898385,-0.00165181208748600
-0.00375827553097973,-0.01776748837303197,-0.00167996743016288
-0.00372432853632911,-0.01763341102206818,-0.00180786264225719
-0.00379957811935514,-0.01756784185039824,-0.00170262833860278
-0.00397506191631287,-0.01797655871695302,-0.00188118665070123
-0.00405114530347365,-0.01833434359995791,-0.00210524416938144
-0.00393242986592361,-0.01841107484797837,-0.00197879679342638
-0.00389922393884713,-0.01857155358306011,-0.00192293835715934
-0.00394989466797252,-0.01895778822134171,-0.00224530089899198
-0.00386359518987213,-0.01928182225160666,-0.00265445258598945
-0.00385698075435911,-0.01912227727601019,-0.00264214979784800
-0.00396594363058849,-0.01859855542067588,-0.00213241165310883
-0.00410752701876539,-0.01799819639989411,-0.00196076640648445
-0.00420872762876995,-0.01773080243559887,-0.00199990960605479
-0.00436637838124998,-0.01784841985631034,-0.00173472133004726
