32356,3
-0.00058397156523335,-0.00042007861584330,-0.00007866230203542
-0.00054724199771304,-0.00053496932673903,-0.00005143055590923
-0.00055061739130438,-0.00048487767540947,-0.00001743331678886
-0.00038813761328208,-0.00029428811114043,-0.00001693946521121
-0.00019957226025452,-0.00015396645290064,-0.00005370256439231
0.00004895427153835,0.00006036785995522,-0.00009724283856567
0.00025601885376045,0.00025013329422314,-0.00012702995590105
0.00028992448322851,0.00025001239337839,-0.00014045250050473
0.00027313503793778,0.00022130630883713,-0.00014619594626050
0.00017968368962574,0.00013796505141793,-0.00014811581935628
0.00000588774325877,-0.00004984523969595,-0.00013476126250007
-0.00001175667729014,-0.00007737919575381,-0.00011593446121691
-0.00010009239123437,-0.00015581773199219,-0.00010588312234242
-0.00013654658735176,-0.00018803291510076,-0.00010619427618803
0.00008723136893247,0.00004517448981976,-0.00010454340011950
0.00007411527198279,0.00002664567724012,-0.00009966756027348
0.00031674783218606,0.00025833914929155,-0.00011497373231398
0.00077740931837317,0.00074172950809124,-0.00013056966976136
0.00069301945123445,0.00067062604467726,-0.00013348031574385
0.00049167319763240,0.00046741525873700,-0.00013803749206845
0.00056023845556078,0.00053531963509479,-0.00013931871018666
0.00088928341063445,0.00087405080152114,-0.00012760784916891
0.00098996710263365,0.00097631290961533,-0.00011201812199028
0.00078971635826080,0.00077119919001735,-0.00009698294363875
0.00091578168711943,0.00089932408578474,-0.00008311336304594
0.00127225808474112,0.00125525228822196,-0.00007557918698016
0.00121284957749868,0.00118569904893385,-0.00006595207914336
0.00123553583889951,0.00120239472958208,-0.00006303318712708
0.00166444101091079,0.00163150357591751,-0.00006563764179071
0.00187779009598423,0.00184604562513738,-0.00006322271425694
0.00182930758670718,0.00180240767394816,-0.00005834773396042
0.00166339627766490,0.00163382818089587,-0.00005597802457054
0.00176079974270346,0.00172465611482396,-0.00005292372550469
0.00205007819035355,0.00201127682626805,-0.00005162483138995
0.00230975379333413,0.00226228862019016,-0.00004365785943075
0.00255257561333242,0.00250565077060457,-0.00003402055106137
0.00260568000734723,0.00255997432163396,-0.00002972740045294
0.00289997451637544,0.00285470487912756,-0.00002550022103072
0.00315534293752765,0.00310403431083189,-0.00002591736646231
0.00333200596193472,0.00328354666479921,-0.00002602542433525
0.00369971631076772,0.00366100516396015,-0.00002598033504961
0.00384126288290206,0.00380780553784734,-0.00002552422735238
0.00387260436897215,0.00384403886810912,-0.00002545642554620
0.00392805431923594,0.00389843073029315,-0.00002768806621259
0.00402587349897387,0.00399574181552023,-0.00003333629327424
0.00415067689319410,0.00412632492416401,-0.00003676137309983
0.00441974477901914,0.00440005025011164,-0.00003244200688550
0.00462999810657372,0.00460242690706872,-0.00002876690694279
0.00471926947780853,0.00468870601126913,-0.00002152686213126
0.00470501513154684,0.00466954354403782,-0.00000933414990854
0.00448717309608572,0.00444538789492261,-0.00000382527032627
0.00437265731090614,0.00432419986136930,-0.00000474562954617
0.00442763299056808,0.00436500380342341,-0.00000920890659679
0.00423942378488953,0.00415987564339141,-0.00001506273469911
0.00402537049350193,0.00393604373746966,-0.00001894069218628
0.00403355860124977,0.00393951144761506,-0.00002188143595222
0.00398224705179004,0.00388656511225594,-0.00002273009426972
0.00391988838731944,0.00382325840321230,-0.00002408950566491
0.00380368354105746,0.00370093784944147,-0.00002534234113625
0.00384338899453658,0.00373941585997316,-0.00002250932924910
0.00403330548047183,0.00393300550472171,-0.00001318994558303
0.00405082782704416,0.00395679706820584,-0.00000620204156523
0.00415213904710318,0.00405470793846464,-0.00000937351206308
0.00408564826016044,0.00398185138341211,-0.00001604219754489
0.00391113382030226,0.00380251740677379,-0.00001898129818877
0.00419838918858200,0.00409437758371342,-0.00001934936983476
0.00450421674351728,0.00440069713611402,-0.00001899874382030
0.00475662162218923,0.00465482799865358,-0.00001793651544148
0.00487124687503520,0.00476661802648464,-0.00001637056746747
0.00503218853783393,0.00492435669528872,-0.00001200749276296
0.00509989866985519,0.00499094865907816,-0.00000696684752506
0.00500006144584281,0.00489391240485710,-0.00000378678423068
0.00473413150456806,0.00462395672827658,-0.00000208394762480
0.00430272091430140,0.00418342974812586,-0.00000182524551092
0.00419196391796105,0.00407007302248874,-0.00000203360134798
0.00424534129544819,0.00412513949802919,-0.00000318556309841
0.00424964267675761,0.00412925767636767,-0.00000427950009687
0.00436608342635446,0.00424448786274440,-0.00000218745999455
0.00786148486307139,0.00418746172684108,0.00012470544925674
0.00780355876555583,0.00412758981554392,0.00013951811917296
0.00781406038194241,0.00413346988013324,0.00014653288151059
0.00780975824047059,0.00411708951207340,0.00015134133206271
0.00776726749304476,0.00406612071647121,0.00014747521185355
0.00782976417657023,0.00412906155762058,0.00013882246280899
0.00810629953698600,0.00443210642606926,0.00013385833847723
0.00852039289720324,0.00485657574127639,0.00014489961739001
0.00881283941267496,0.00514977170820431,0.00014960560843619
0.00904181460692135,0.00539681483873601,0.00014793501558716
0.00921747403686409,0.00558811862517977,0.00014909054126604
0.00912505490849655,0.00549587391817033,0.00016644694911205
0.00881323882328945,0.00518983466125869,0.00017511004709653
0.00881418088230904,0.00519180835240837,0.00016493447817129
0.00903982991191577,0.00540805516878515,0.00016246213691224
0.00903923755057234,0.00539972682406479,0.00016013869837709
0.00929037307696756,0.00566103741597597,0.00016016621905516
0.00946971481016988,0.00585513024215969,0.00015533272777628
0.00940924722723202,0.00578506663313998,0.00014699825591483
0.00948717383736039,0.00586445911215915,0.00014171061285647
0.00948318256172833,0.00588106718036294,0.00013450024734406
0.00955103751337691,0.00598076958560557,0.00013319915302837
0.00968417585759952,0.00615228213230536,0.00012590733946338
0.00955755044843999,0.00602610329970225,0.00012569615192670
0.00955846816654963,0.00604574291106190,0.00013620863206302
0.01007224463288208,0.00661518377590281,0.00013686475190861
0.01056441127496961,0.00712900930838131,0.00014419658341556
0.01079916924842002,0.00736067860661976,0.00014278865769325
0.01095068319904014,0.00752422139870447,0.00013336383616416
0.01101592593671339,0.00759826251876729,0.00013497574091060
0.01092340618431691,0.00749744347401873,0.00013509251955340
0.01090057805301828,0.00748650313779351,0.00013456607986253
0.01097336938792517,0.00757689316159839,0.00013160616871286
0.01101817507895451,0.00763368606889716,0.00012825650913681
0.01110035522937610,0.00771558569447169,0.00012089894598740
0.01097511918893102,0.00756774873734763,0.00009545136195078
0.01091958579452179,0.00750254603049355,0.00007727903233473
0.01088480905551044,0.00746841091864922,0.00008428503412957
0.01066830553564131,0.00723266524093324,0.00009625349596585
0.01083153479389116,0.00739686268455089,0.00009211443486944
0.01134372762972742,0.00792904014744985,0.00007937964096566
0.01161640460900108,0.00820611787653448,0.00008630489481679
0.01183707577178030,0.00844101537742047,0.00010643270313164
0.01202908739093778,0.00864629601827125,0.00010734881056098
0.01176136118668344,0.00836546113502499,0.00010160952717926
0.01152600422843194,0.00813059705493175,0.00009188255032761
0.01154923112697917,0.00817931776358173,0.00009194691217769
0.01167259495353512,0.00831444495528008,0.00010566215368162
0.01164321506473100,0.00827556536950917,0.00010356209669305
0.01176874250967523,0.00840431361825570,0.00010637781810260
0.01184921203814124,0.00848664870450195,0.00010561352510327
0.01177975465242796,0.00841554031870951,0.00010238157891742
0.01196834753622621,0.00860825722646704,0.00010488890766462
0.01233875734473328,0.00898460389792752,0.00010040853203133
0.01250275756052314,0.00914605093334545,0.00009486591659416
0.01232179557250211,0.00895270727143881,0.00009818508249280
0.01225160392869288,0.00887421727438406,0.00009970292303928
0.01235916727664359,0.00897479136581559,0.00009174563073737
0.01227808618048872,0.00887743903555511,0.00008163386622421
0.01226318743804772,0.00886472849248740,0.00008186460477674
0.01249174287143303,0.00911518930997655,0.00009441443458437
0.01277256123404264,0.00942217700941074,0.00009834957024860
0.01303318288396792,0.00970264413487962,0.00009713807483445
0.01336033841734085,0.01004163106073612,0.00010379911471305
0.01345826189771635,0.01013232815344456,0.00011801629974551
0.01335625990625978,0.01001786348224717,0.00012461375645390
0.01329256357086649,0.00994858245719129,0.00012340872516912
0.01333601900665787,0.00998000037163793,0.00012068890256440
0.01346851344409055,0.01010737545663881,0.00012084586704274
0.01340974369588271,0.01003851718570269,0.00013373621003213
0.01344696818816700,0.01007487366077329,0.00015212949057470
0.01377512050297168,0.01042762562672515,0.00015357931510145
0.01408400294448292,0.01076743198301548,0.00014479201322929
0.01405280507340714,0.01074155117586893,0.00014030080057485
0.01431788461164462,0.01101710576272065,0.00014158743642359
0.01467806108218999,0.01139019282196522,0.00014597380380825
0.01479011618946126,0.01150353007611239,0.00015384663803046
0.01488153137602412,0.01159507038486099,0.00016994596339505
0.01474300048315562,0.01145274309527374,0.00016452688728290
0.01454750028455411,0.01124756881085493,0.00014425081954028
0.01444953272511047,0.01113673318026473,0.00014000317141632
0.01474416188073564,0.01143642747334427,0.00014292895098543
0.01546738439359078,0.01218543603170858,0.00014099055364081
0.01586676810749408,0.01260559704819076,0.00013219928045663
0.01587875470140488,0.01262185080286931,0.00013056951353897
0.01596343333720655,0.01271311197422631,0.00013318877713721
0.01624525194822687,0.01300759810675740,0.00013364903965346
0.01653024406371121,0.01330087411782325,0.00013172052088771
0.01696746600415401,0.01375504941775102,0.00012863939222548
0.01758048510257178,0.01438499965723605,0.00013418691089737
0.01819567438390264,0.01501575506003426,0.00013692201384723
0.01876262356853452,0.01559891401804847,0.00012886110482758
0.01887196934859503,0.01571860625937611,0.00012787125769430
0.01883042033849754,0.01568622731663846,0.00012464772932123
0.01915385059672481,0.01603329470595847,0.00011755690140213
0.01939469121995303,0.01628929486647407,0.00011756875178691
0.01954430682136830,0.01644070212820860,0.00011439273527319
0.01966427067209528,0.01656213602100638,0.00011582592307387
0.01981808575099426,0.01672653925238476,0.00011968744037195
0.01993228615733407,0.01684591500577323,0.00011589229773897
-0.02791914609556195,0.00326422537981397,0.00680305125253267
-0.02793174458987024,0.00329838063566489,0.00684164645475953
-0.02782745351041369,0.00354882852734901,0.00692636251806371
-0.02784071208426262,0.00363110206797419,0.00689367900407770
-0.02782070904770565,0.00342733170278582,0.00691673930022163
